bathrooms,bedrooms,city,homeStatus,homeType,latitude,livingArea,longitude,price,state,streetAddress,zipcode,zpid
1.0,0.0,New York,FOR_SALE,CONDO,40.79473,0.0,-73.93507,96400.0,NY,424 E 115th St APT 3C,10029,345380900
2.0,2.0,New York,FOR_SALE,CONDO,40.776314,0.0,-73.94534,499000.0,NY,519 E 87th St APT C,10128,72540383
2.0,3.0,Bayside,FOR_SALE,CONDO,40.787586,0.0,-73.787994,799000.0,NY,1328 Robin Lane #67U,11360,450356309
3.0,6.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.714478,2829.0,-73.963524,2250000.0,NY,94 S 1st St #11249,11249,450286636
2.0,3.0,Staten Island,FOR_SALE,TOWNHOUSE,40.59565,1571.0,-74.15924,648000.0,NY,14 Grissom Ave,10314,32308857
1.0,2.0,Bronx,FOR_SALE,CONDO,40.834866,900.0,-73.884735,150000.0,NY,1670 Longfellow Avenue #2A,10460,303962849
1.0,2.0,Bronx,FOR_SALE,CONDO,40.892094,950.0,-73.85608,169000.0,NY,740 E 232nd Street #1F,10466,439920400
4.0,3.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.579136,2160.0,-73.93825,1600000.0,NY,164 Oxford St,11235,30791362
1.0,3.0,Brooklyn,FOR_SALE,CONDO,40.63736,1045.0,-74.02722,480000.0,NY,231 68th St APT 302,11220,30691658
2.0,3.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.6212,0.0,-73.92685,699900.0,NY,5004 Avenue M,11234,30764415
1.0,3.0,Jamaica,FOR_SALE,SINGLE_FAMILY,40.71184,1248.0,-73.76108,599000.0,NY,94-72 199 Street,11423,32153595
5.0,7.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.598667,2695.0,-74.000114,1399000.0,NY,2115 Cropsey Ave,11214,30714308
13.0,9.0,New York,FOR_SALE,TOWNHOUSE,40.766876,14400.0,-73.970085,54000000.0,NY,12 E 64th St,10065,31533422
2.0,6.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.619873,1474.0,-74.08226,753000.0,NY,101 Laurel Ave,10304,32285279
4.0,4.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.5643,1536.0,-74.142784,685000.0,NY,21 Luke Court,10306,32340553
2.0,3.0,Bronx,FOR_SALE,SINGLE_FAMILY,40.869156,1890.0,-73.856026,680000.0,NY,2959 Laconia Avenue,10469,29824164
4.0,6.0,Flushing,FOR_SALE,MULTI_FAMILY,40.77057,1749.0,-73.791046,1298000.0,NY,2902 Jordan St,11358,32058528
4.0,4.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.557095,2285.0,-74.18209,825000.0,NY,51 Erika Loop,10312,145558495
1.0,2.0,Staten Island,FOR_SALE,APARTMENT,40.556507,905.0,-74.16271,359000.0,NY,123 Cortelyou Ave #2-3,10308,450857357
1.0,1.0,New York,FOR_SALE,CONDO,40.764317,950.0,-73.9776,214000.0,NY,100 W 57th St APT 6H,10019,79977952
3.0,7.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.63981,0.0,-73.96392,1650000.0,NY,421 Marlborough Rd #1,11226,2063222362
9.0,6.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.607117,5880.0,-74.0921,1250000.0,NY,820 Richmond Rd,10304,32323516
2.0,3.0,Bayside,FOR_SALE,CONDO,40.782345,1600.0,-73.780426,549000.0,NY,211-40 18 Avenue #4K,11360,448720964
1.0,1.0,New York,FOR_SALE,CONDO,40.735424,0.0,-74.00092,985000.0,NY,5 Charles St APT 3R,10014,244745920
3.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.775124,2300.0,-73.74602,1700000.0,NY,350 Park Lane,11363,32092907
2.0,4.0,Bronx,FOR_SALE,MULTI_FAMILY,40.866325,1706.0,-73.859825,685000.0,NY,2723 Colden Avenue,10469,29822949
2.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.740883,1516.0,-73.81283,875000.0,NY,15505 59th Ave,11355,32070605
5.0,4.0,Flushing,FOR_SALE,MULTI_FAMILY,40.77068,1671.0,-73.79814,1488000.0,NY,2904 167th St,11358,32036129
1.0,2.0,Brooklyn,FOR_SALE,CONDO,40.67671,950.0,-73.970184,975000.0,NY,230 Park Pl APT 6N,11238,92996908
6.0,4.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.60719,7400.0,-74.09631,3995000.0,NY,221 Douglas Rd,10304,112117529
1.0,2.0,Brooklyn,FOR_SALE,CONDO,40.66741,0.0,-73.974724,1275000.0,NY,88 Prospect Park W APT 4D,11215,251176774
2.0,3.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.530403,1296.0,-74.159515,849900.0,NY,4581 Hylan Blvd,10312,32350687
2.0,3.0,Bronx,FOR_SALE,CONDO,40.8861,1311.0,-73.90741,725000.0,NY,3536 Cambridge Ave APT 4E,10463,89066639
5.0,6.0,Jamaica,FOR_SALE,SINGLE_FAMILY,40.709602,1784.0,-73.75777,1099000.0,NY,10041 201st Street,11423,32154311
5.0,6.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.664528,2080.0,-73.86701,975000.0,NY,941 Crescent St,11208,116167810
1.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.76892,1080.0,-73.78974,598000.0,NY,32-19 Jordan St #1,11358,450863899
3.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.76878,1862.0,-73.807846,1330000.0,NY,3230 157th Street,11354,32034642
1.0,1.0,New York,FOR_SALE,CONDO,40.764317,900.0,-73.9776,199000.0,NY,100 W 57th St #17P,10019,450812066
6.0,5.0,New York,FOR_SALE,TOWNHOUSE,40.775833,8550.0,-73.97852,16400000.0,NY,45 W 70th St,10023,31518799
2.0,2.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.638554,765.0,-74.16771,379900.0,NY,76 Arlington Avenue,10303,32301043
1.0,2.0,Oakland Gardens,FOR_SALE,CONDO,40.738476,840.0,-73.74361,389000.0,NY,226-41 Kingsbury Avenue #B,11364,245453032
4.0,4.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.776524,,-73.77858,1900000.0,NY,26-44 211th Street,11360,32058121
3.0,5.0,Flushing,FOR_SALE,MULTI_FAMILY,40.7673,2392.0,-73.77829,1298000.0,NY,3520 Corporal Kennedy Street,11361,32060877
2.0,3.0,Brooklyn,FOR_SALE,CONDO,40.665756,2000.0,-73.98044,1995000.0,NY,587 10th St #1,11215,216115744
4.0,3.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.535397,2350.0,-74.21555,1028000.0,NY,23 Helene Ct,10309,32371250
2.0,3.0,Saint Albans,FOR_SALE,SINGLE_FAMILY,40.707855,1600.0,-73.75669,775000.0,NY,201-15 109th Ave,11412,2056720520
2.0,3.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.53345,2316.0,-74.20384,699999.0,NY,276 Foster Rd,10309,32370186
3.0,4.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.63827,1836.0,-73.93444,800000.0,NY,1403 Troy Avenue,11203,30663494
3.0,3.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.597885,1800.0,-74.07738,799000.0,NY,18 Jerome Ave,10305,122176211
4.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.70992,1567.0,-73.8433,1318000.0,NY,10119 75th Rd,11375,32005155
3.0,3.0,New York,FOR_SALE,CONDO,40.77669,1911.0,-73.96141,950000.0,NY,40 E 80th St APT 3A,10075,72530453
2.0,2.0,Staten Island,FOR_SALE,TOWNHOUSE,40.547092,1575.0,-74.19587,599999.0,NY,3 E Delmar Ave,10312,32363372
3.0,4.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.619385,2050.0,-74.01597,1600000.0,NY,8116 11th Ave,11228,30698409
2.0,5.0,Floral Park,FOR_SALE,SINGLE_FAMILY,40.736134,1700.0,-73.70952,899000.0,NY,8429 258th Street,11001,32104342
2.0,4.0,Jamaica,FOR_SALE,MULTI_FAMILY,40.708637,4410.0,-73.766335,865000.0,NY,19208 Hollis Avenue,11423,32153693
1.0,2.0,Jamaica,FOR_SALE,CONDO,40.712875,900.0,-73.81684,325000.0,NY,84-01 Main St #716,11435,325589704
3.0,5.0,Jamaica,FOR_SALE,MULTI_FAMILY,40.689796,,-73.85135,835000.0,NY,8943 92nd Street,11421,32110128
1.0,2.0,Bronx,FOR_SALE,CONDO,40.83611,798.0,-73.85893,350000.0,NY,40 Metropolitan Oval #4G,10462,29801474
5.0,6.0,Flushing,FOR_SALE,MULTI_FAMILY,40.7396,3600.0,-73.901985,1385800.0,NY,44-48 64th Street,11377,31980549
2.0,3.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.555733,1380.0,-74.15572,729900.0,NY,254 Doane Ave,10308,32351485
4.0,4.0,Little Neck,FOR_SALE,SINGLE_FAMILY,40.777695,3371.0,-73.75257,1999000.0,NY,104 Grosvenor,11363,449319605
3.0,3.0,Woodhaven,FOR_SALE,SINGLE_FAMILY,,1400.0,,799000.0,NY,8563 98th Street,11421,451005220
2.0,3.0,Ridgewood,FOR_SALE,SINGLE_FAMILY,40.69479,1622.0,-73.890854,920000.0,NY,62-22 80th Road,11385,2080383152
12.0,7.0,New York,FOR_SALE,TOWNHOUSE,40.766518,18000.0,-73.97001,39500000.0,NY,15 E 63rd St,10065,344214383
3.0,2.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.622936,1471.0,-74.12836,829000.0,NY,183 Benedict Ave,10314,32280874
3.0,4.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.570724,2392.0,-74.13471,998000.0,NY,174 Natick St,10306,32339515
7.0,4.0,New York,FOR_SALE,SINGLE_FAMILY,40.73248,7310.0,-73.99968,49000000.0,NY,122 Waverly Pl,10011,143087924
2.0,3.0,New York,FOR_SALE,CONDO,40.783955,0.0,-73.97083,2395000.0,NY,239 Central Park W #4D,10024,244711111
2.0,3.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.532227,1926.0,-74.196236,950000.0,NY,37 Ashalnd Ave,10312,451006573
2.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.785885,1440.0,-73.832886,999998.0,NY,1410 136th Street,11356,32023568
1.0,3.0,Brooklyn,FOR_SALE,CONDO,40.71297,0.0,-73.96062,575000.0,NY,728 Driggs Ave APT 26,11211,450172054
1.0,1.0,New York,FOR_SALE,CONDO,40.728477,740.0,-73.999985,695000.0,NY,160 Bleecker St #3GW,10012,79494083
4.0,4.0,Jamaica,FOR_SALE,SINGLE_FAMILY,40.70405,2013.0,-73.757805,799000.0,NY,11080 199th Street,11412,32156022
2.0,3.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.684177,1950.0,-73.985374,2150000.0,NY,221A Wyckoff St,11217,30571180
3.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.712128,0.0,-73.85549,1548000.0,NY,8831 69th Ave,11375,32002807
6.0,5.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.60907,11360.0,-73.90641,3600000.0,NY,86 Gaylord Dr,11234,446865378
2.0,2.0,Rego Park,FOR_SALE,CONDO,40.7306,950.0,-73.86668,379000.0,NY,62-64 Saunders #K2,11374,219856153
2.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.74715,836.0,-73.7932,989000.0,NY,175-39 Underhill Avenue,11365,32050904
6.0,5.0,New York,FOR_SALE,TOWNHOUSE,40.718243,9000.0,-74.00998,27000000.0,NY,19 Jay St FLOOR 1,10013,450551299
8.0,5.0,New York,FOR_SALE,TOWNHOUSE,40.774113,5305.0,-73.95871,13500000.0,NY,163 E 78th St #1,10075,450808795
3.0,5.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.763107,1800.0,-73.73293,1298000.0,NY,249-24 51 Avenue,11362,32095581
2.0,3.0,Bronx,FOR_SALE,CONDO,40.881958,1300.0,-73.917366,429000.0,NY,2711 Henry Hudson Parkway #5A,10463,2123397321
1.0,1.0,Brooklyn,FOR_SALE,CONDO,40.71492,0.0,-73.96181,700000.0,NY,151 Grand St APT 2,11249,245038444
3.0,5.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.604916,1776.0,-73.9846,1289000.0,NY,1715 W 12th St,11223,30721429
2.0,3.0,Woodside,FOR_SALE,SINGLE_FAMILY,40.74716,1141.0,-73.8973,800000.0,NY,65-33 38th Ave #5,11377,2064103844
3.0,4.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.514927,3030.0,-74.24168,1249999.0,NY,170 Brehaut Ave,10307,79743674
2.0,3.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.58501,2508.0,-74.15443,1099900.0,NY,67 Bridgetown St,10314,32313650
1.0,3.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.768875,1080.0,-73.78871,758000.0,NY,32-31 200 Street,11361,32058816
3.0,5.0,Flushing,FOR_SALE,MULTI_FAMILY,40.747204,2593.0,-73.758934,1560000.0,NY,61-35 218 Street,11364,32086837
1.0,1.0,New York,FOR_SALE,CONDO,40.82952,0.0,-73.94737,150000.0,NY,563 W 150th St APT 2F,10031,348493511
1.0,2.0,Bayside,FOR_SALE,CONDO,40.78176,1100.0,-73.78337,349000.0,NY,209-20 18th Avenue #6C,11360,2062343245
2.0,3.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.62108,1840.0,-73.92776,699000.0,NY,4910 Avenue M,11234,30764391
2.0,2.0,Forest Hills,FOR_SALE,CONDO,40.718918,1327.0,-73.83648,1299888.0,NY,112-01 Queens Blvd #19C,11375,31979622
3.0,5.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.614494,2760.0,-74.14855,1210000.0,NY,360 Caswell Ave,10314,32303035
1.0,2.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.60819,500.0,-73.91981,138000.0,NY,2565 Flatbush Ave,11234,2138755256
3.0,3.0,New York,FOR_SALE,CONDO,40.754032,0.0,-73.96516,550000.0,NY,420 E 51st St APT 8D,10022,244827334
3.0,3.0,New York,FOR_SALE,SINGLE_FAMILY,40.735176,2280.0,-74.00339,7500000.0,NY,256 W 4th St,10014,31500842
5.0,4.0,Street,FOR_SALE,CONDO,40.725647,3905.0,-74.006966,13000000.0,NY,286 Spring Street #PENTHOUSE,10013,2089534694
2.0,3.0,Forest Hills,FOR_SALE,SINGLE_FAMILY,40.711582,1884.0,-73.85055,1250000.0,NY,93-01 71st Avenue,11375,32003955
4.0,6.0,Douglaston,FOR_SALE,SINGLE_FAMILY,40.782146,3622.0,-73.751274,3799000.0,NY,1120 Shore Road,11363,32092481
3.0,6.0,Long Island City,FOR_SALE,MULTI_FAMILY,40.77823,1728.0,-73.91087,1299000.0,NY,2137 28th St,11105,31946287
2.0,2.0,Jackson Heights,FOR_SALE,CONDO,,900.0,,368000.0,NY,33-07 91 Street #2A,11372,450349548
7.0,5.0,Malba,FOR_SALE,SINGLE_FAMILY,40.795444,8300.0,-73.827805,6998888.0,NY,117 Malba Drive,11357,32025781
1.0,1.0,Brooklyn,FOR_SALE,CONDO,40.70003,650.0,-73.999016,204950.0,NY,2913 Foster Ave APT 2F,11210,245021411
3.0,6.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.630238,2394.0,-73.908554,910000.0,NY,8 Paerdegat 6th Street,11236,450779419
7.0,6.0,New York,FOR_SALE,TOWNHOUSE,40.73469,8500.0,-73.98398,13995000.0,NY,243 E 17th St APT 1,10003,451010911
2.0,3.0,Staten Island,FOR_SALE,MULTI_FAMILY,40.550983,2444.0,-74.17385,959000.0,NY,166 Augusta Ave,10312,32357094
5.0,3.0,New York,FOR_SALE,CONDO,40.73208,4287.0,-74.00993,19850000.0,NY,150 Barrow St,10014,2055545804
1.0,1.0,Bronx,FOR_SALE,CONDO,40.864647,900.0,-73.90821,150000.0,NY,3 Fordham Hill Oval #3D,10468,215949461
2.0,2.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.6869,0.0,-73.9985,1775000.0,NY,157 Kane St APT 3,11231,79728057
4.0,5.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.571404,3360.0,-74.13502,1549000.0,NY,146 Ardsley St,10306,32339504
2.0,3.0,Staten Island,FOR_SALE,TOWNHOUSE,40.54745,1332.0,-74.21388,500000.0,NY,101 Redwood Loop,10309,32371505
4.0,5.0,South Ozone Park,FOR_SALE,SINGLE_FAMILY,40.678074,0.0,-73.8209,520000.0,NY,114-15 118street,11420,450159621
4.0,4.0,Bronx,FOR_SALE,MULTI_FAMILY,40.891563,1800.0,-73.85738,825000.0,NY,720 E 231st Street,10466,29832222
2.0,7.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.63362,0.0,-73.95523,1499000.0,NY,680 E 23rd St,11210,30670089
6.0,5.0,New York,FOR_SALE,CONDO,40.76954,6189.0,-73.967476,35000000.0,NY,11 E 68th St,10065,121192535
2.0,3.0,Brooklyn,FOR_SALE,CONDO,40.610943,1250.0,-73.96088,424998.0,NY,1580 E 13th St APT 5C,11230,245022440
3.0,3.0,New York,FOR_SALE,CONDO,40.7643,1950.0,-73.9725,950000.0,NY,781 5th Ave #613-616,10022,2067535824
1.0,2.0,New York,FOR_SALE,CONDO,40.76308,975.0,-73.96232,399999.0,NY,301 E 63rd St APT 14J,10065,72529095
4.0,4.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.615845,3100.0,-73.98531,1495888.0,NY,2028 65th St,11204,142940689
1.0,2.0,Astoria,FOR_SALE,CONDO,40.763622,890.0,-73.935104,489000.0,NY,33-65 14th St #5D,11106,448042245
4.0,4.0,Forest Hills Gardens,FOR_SALE,SINGLE_FAMILY,40.71879,0.0,-73.84639,2248000.0,NY,30 Tennis Pl,11375,32004210
2.0,2.0,Brooklyn,FOR_SALE,CONDO,40.677265,1200.0,-73.97014,1450000.0,NY,225 Park Pl #2GH,11238,244502304
3.0,3.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.68357,2038.0,-73.985886,2300000.0,NY,457 Warren St,11217,30571427
4.0,8.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.682514,3250.0,-73.88175,1200000.0,NY,120 Highland Place,11208,30637573
2.0,3.0,Bronx,FOR_SALE,SINGLE_FAMILY,40.873093,1368.0,-73.83673,620000.0,NY,3057 Grace Avenue,10469,29831010
1.0,2.0,Astoria,FOR_SALE,CONDO,40.776,700.0,-73.9081,280000.0,NY,21-15 33 Street #4G,11105,2062969777
1.0,1.0,Brooklyn,FOR_SALE,CONDO,40.655533,0.0,-73.93793,199999.0,NY,10 E 43rd St APT 4K,11203,245013549
2.0,3.0,New York,FOR_SALE,CONDO,40.763935,1689.0,-73.96417,650000.0,NY,205 E 63rd St APT 9B,10065,442728661
2.0,3.0,Brooklyn,FOR_SALE,CONDO,40.68407,0.0,-73.99558,1650000.0,NY,275 De Graw St #A,11231,450895294
5.0,5.0,Maspeth,FOR_SALE,MULTI_FAMILY,40.723663,2100.0,-73.90107,1300000.0,NY,64-20 Perry Ave #1,11378,450865224
1.0,3.0,Bronx,FOR_SALE,SINGLE_FAMILY,40.81642,1344.0,-73.810455,619000.0,NY,3038 Harding Avenue,10465,29846802
2.0,2.0,Forest Hills,FOR_SALE,CONDO,40.721783,0.0,-73.85539,498000.0,NY,67-30 Clyde St APT 5C,11375,79736593
3.0,4.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.5775,1856.0,-74.11811,659000.0,NY,2341 Richmond Rd,10306,32295468
2.0,2.0,New York,FOR_SALE,CONDO,40.788605,0.0,-73.97012,700000.0,NY,609 Columbus Ave APT 4A,10024,244762794
3.0,4.0,Jamaica,FOR_SALE,SINGLE_FAMILY,40.718563,2000.0,-73.7766,1600000.0,NY,87-02 Chevy Chase St,11432,32136083
4.0,7.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.63535,3234.0,-73.96943,1850000.0,NY,546 E 9th St #1,11218,451007107
2.0,3.0,Staten Island,FOR_SALE,CONDO,40.620113,1800.0,-74.10983,350000.0,NY,1000 Clove Rd APT 6P,10301,217911348
3.0,3.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.596546,1500.0,-73.93077,799000.0,NY,209 Allen Ave,11229,30793241
2.0,3.0,Bronx,FOR_SALE,SINGLE_FAMILY,40.84279,2164.0,-73.78564,699000.0,NY,92 Earley Street,10464,29850235
8.0,6.0,New York,FOR_SALE,SINGLE_FAMILY,40.73797,6000.0,-74.00735,30000000.0,NY,84 Jane St,10014,31501878
2.0,7.0,Bronx,FOR_SALE,SINGLE_FAMILY,40.831112,2016.0,-73.86685,350000.0,NY,1242 Saint Lawrence Avenue,10472,29795393
3.0,4.0,Bronx,FOR_SALE,MULTI_FAMILY,40.81999,1944.0,-73.81552,828000.0,NY,309 Hollywood Avenue,10465,29845366
1.0,1.0,Brooklyn,FOR_SALE,CONDO,40.673134,0.0,-73.982666,650000.0,NY,301 5th Ave APT 1F,11215,79727017
5.0,3.0,New York,FOR_SALE,TOWNHOUSE,40.768955,3000.0,-73.95328,2695000.0,NY,434 1/2 E 75th St,10021,31539224
2.0,2.0,Staten Island,FOR_SALE,CONDO,40.63809,1250.0,-74.07424,539000.0,NY,10 Bay Street Landing #1A,10301,217911630
4.0,3.0,New York,FOR_SALE,CONDO,40.771397,2192.0,-73.959,6330000.0,NY,200 E 75th St #11B,10021,446402938
8.0,8.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.71902,6612.0,-73.957695,2395000.0,NY,139 N 8th St #TOWNHOUSE 1,11249,450808796
1.0,2.0,New York,FOR_SALE,CONDO,40.736313,815.0,-74.00809,1995000.0,NY,131 Bank St APT 2,10014,65322297
1.0,3.0,Queens,FOR_SALE,CONDO,40.77464,1100.0,-73.82683,458000.0,NY,25-40 Union Street #6B,11354,79512865
2.0,3.0,Bronx,FOR_SALE,SINGLE_FAMILY,40.865055,1762.0,-73.85169,450000.0,NY,2572 Pearsall Avenue,10469,29821435
2.0,4.0,Brooklyn,FOR_SALE,MULTI_FAMILY,40.68034,1440.0,-73.91193,999999.0,NY,231 Macdougal St,11233,30600708
1.0,1.0,Bronx,FOR_SALE,CONDO,40.83647,850.0,-73.92429,89000.0,NY,1177 Anderson Avenue #2D,10452,215948651
2.0,2.0,Bronx,FOR_SALE,SINGLE_FAMILY,40.87845,996.0,-73.84053,565000.0,NY,3399 Ely Avenue,10469,29833934
2.0,3.0,Brooklyn,FOR_SALE,SINGLE_FAMILY,40.61361,1664.0,-73.94146,858000.0,NY,1623 E 31st St,11234,30756795
3.0,3.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.628376,1260.0,-74.13281,399999.0,NY,21 Dryden Ct,10302,32296446
1.0,3.0,Whitestone,FOR_SALE,CONDO,40.79285,1144.0,-73.798386,450000.0,NY,162-40 9th Ave #3B,11357,2076389105
7.0,6.0,New York,FOR_SALE,CONDO,40.786514,6205.0,-73.9763,28750000.0,NY,211 W 84th St UNIT PHB,10024,444366330
1.0,2.0,Brooklyn,FOR_SALE,CONDO,40.71815,0.0,-73.94933,479000.0,NY,72 Richardson St APT 4,11211,450790386
14.0,5.0,New York,FOR_SALE,SINGLE_FAMILY,40.77404,17000.0,-73.96308,50000000.0,NY,38 E 76th St,10021,350519309
2.0,2.0,Brooklyn,FOR_SALE,CONDO,40.612537,1150.0,-74.03587,599999.0,NY,9951 Shore Rd APT 1B,11209,2054076307
3.0,6.0,Flushing,FOR_SALE,SINGLE_FAMILY,40.748714,1636.0,-73.829994,1599000.0,NY,5612 135th Street,11355,32040172
3.0,3.0,Staten Island,FOR_SALE,SINGLE_FAMILY,40.618603,1755.0,-74.1298,799999.0,NY,171 Keiber Ct,10314,32281678
1.0,1.0,New York,FOR_SALE,CONDO,40.7339,0.0,-74.00398,515000.0,NY,204 W 10th St APT 7,10014,244846601
